station_name,train_length,test_length,split_time,forecast_method,mape
NE45StViaduct,4032,168,1,pred_auto.arima,0.434962508919911
NE45StViaduct,4032,168,1,pred_forecastHybrid,0.397488785972501
NE45StViaduct,4032,168,1,pred_prophet,0.251843064189436
NE45StViaduct,4032,672,1,pred_auto.arima,0.37537230300027
NE45StViaduct,4032,672,1,pred_forecastHybrid,0.228662124541517
NE45StViaduct,4032,672,1,pred_prophet,0.0765448609722236
RooseveltWay_NE80thSt,24,4,1,pred_auto.arima,0.0193221266136565
RooseveltWay_NE80thSt,24,4,1,pred_forecastHybrid,0.164828069251916
RooseveltWay_NE80thSt,24,4,1,pred_prophet,0.148720579548095
RooseveltWay_NE80thSt,24,24,1,pred_auto.arima,0.0277568623065106
RooseveltWay_NE80thSt,24,24,1,pred_forecastHybrid,0.106580341148495
RooseveltWay_NE80thSt,24,24,1,pred_prophet,0.357421075095022
RooseveltWay_NE80thSt,24,168,1,pred_auto.arima,0.0875081665499925
RooseveltWay_NE80thSt,24,168,1,pred_forecastHybrid,3.92884469622585
RooseveltWay_NE80thSt,24,168,1,pred_prophet,1.2195111199496
RooseveltWay_NE80thSt,24,672,1,pred_auto.arima,0.139884238849492
RooseveltWay_NE80thSt,24,672,1,pred_forecastHybrid,9.18099494889471
RooseveltWay_NE80thSt,24,672,1,pred_prophet,5.56071285092326
RooseveltWay_NE80thSt,168,4,1,pred_auto.arima,0.0757767398673912
RooseveltWay_NE80thSt,168,4,1,pred_forecastHybrid,0.0505753697685271
RooseveltWay_NE80thSt,168,4,1,pred_prophet,0.0114746115302029
RooseveltWay_NE80thSt,168,24,1,pred_auto.arima,0.173309469006892
RooseveltWay_NE80thSt,168,24,1,pred_forecastHybrid,0.130822550954163
RooseveltWay_NE80thSt,168,24,1,pred_prophet,0.0583331401046439
RooseveltWay_NE80thSt,168,168,1,pred_auto.arima,0.119129632875493
RooseveltWay_NE80thSt,168,168,1,pred_forecastHybrid,0.167640665704737
RooseveltWay_NE80thSt,168,168,1,pred_prophet,0.170317622098562
RooseveltWay_NE80thSt,168,672,1,pred_auto.arima,0.0977420441264966
RooseveltWay_NE80thSt,168,672,1,pred_forecastHybrid,0.11232267663575
RooseveltWay_NE80thSt,168,672,1,pred_prophet,0.606461418496402
RooseveltWay_NE80thSt,672,4,1,pred_auto.arima,0.294031869123727
RooseveltWay_NE80thSt,672,4,1,pred_forecastHybrid,0.115371908935798
RooseveltWay_NE80thSt,672,4,1,pred_prophet,0.0627288556521836
RooseveltWay_NE80thSt,672,24,1,pred_auto.arima,0.159150058695959
RooseveltWay_NE80thSt,672,24,1,pred_forecastHybrid,0.0412855257165767
RooseveltWay_NE80thSt,672,24,1,pred_prophet,0.0863753024067515
RooseveltWay_NE80thSt,672,168,1,pred_auto.arima,
RooseveltWay_NE80thSt,672,168,1,pred_forecastHybrid,0.0833021071173049
RooseveltWay_NE80thSt,672,168,1,pred_prophet,0.0705083585216972
RooseveltWay_NE80thSt,672,672,1,pred_auto.arima,
RooseveltWay_NE80thSt,672,672,1,pred_forecastHybrid,0.153136803486484
RooseveltWay_NE80thSt,672,672,1,pred_prophet,0.106941467334332
RooseveltWay_NE80thSt,4032,4,1,pred_auto.arima,0.174980631222202
RooseveltWay_NE80thSt,4032,4,1,pred_forecastHybrid,0.0255406641100231
RooseveltWay_NE80thSt,4032,4,1,pred_prophet,0.020321511773379
RooseveltWay_NE80thSt,4032,24,1,pred_auto.arima,0.228242217766377
RooseveltWay_NE80thSt,4032,24,1,pred_forecastHybrid,0.114007862003959
RooseveltWay_NE80thSt,4032,24,1,pred_prophet,0.116480227847933
RooseveltWay_NE80thSt,4032,168,1,pred_auto.arima,0.348513111871414
RooseveltWay_NE80thSt,4032,168,1,pred_forecastHybrid,0.0978741816248466
RooseveltWay_NE80thSt,4032,168,1,pred_prophet,0.0478887730439815
RooseveltWay_NE80thSt,4032,672,1,pred_auto.arima,
RooseveltWay_NE80thSt,4032,672,1,pred_forecastHybrid,0.0952481572433875
RooseveltWay_NE80thSt,4032,672,1,pred_prophet,0.107257283328209
SpokaneSwingBridge,24,4,1,pred_auto.arima,0.0263868550549564
SpokaneSwingBridge,24,4,1,pred_forecastHybrid,0.0269785776935291
SpokaneSwingBridge,24,4,1,pred_prophet,0.0590670219794647
SpokaneSwingBridge,24,24,1,pred_auto.arima,0.013826722445358
SpokaneSwingBridge,24,24,1,pred_forecastHybrid,0.0368464393126167
SpokaneSwingBridge,24,24,1,pred_prophet,0.0717381436960696
SpokaneSwingBridge,24,168,1,pred_auto.arima,0.179610626323579
SpokaneSwingBridge,24,168,1,pred_forecastHybrid,0.331829625999193
SpokaneSwingBridge,24,168,1,pred_prophet,1.41965421484101
SpokaneSwingBridge,24,672,1,pred_auto.arima,0.0547570992815551
SpokaneSwingBridge,24,672,1,pred_forecastHybrid,0.850881704347756
SpokaneSwingBridge,24,672,1,pred_prophet,0.884771245792412
SpokaneSwingBridge,168,4,1,pred_auto.arima,0.0170322107477907
SpokaneSwingBridge,168,4,1,pred_forecastHybrid,0.0116406890414228
SpokaneSwingBridge,168,4,1,pred_prophet,0.0142823175904536
SpokaneSwingBridge,168,24,1,pred_auto.arima,0.0645819240131924
SpokaneSwingBridge,168,24,1,pred_forecastHybrid,0.0281693275173637
SpokaneSwingBridge,168,24,1,pred_prophet,0.0376144406353101
SpokaneSwingBridge,168,168,1,pred_auto.arima,
SpokaneSwingBridge,168,168,1,pred_forecastHybrid,0.0985966944145982
SpokaneSwingBridge,168,168,1,pred_prophet,0.130420389086849
SpokaneSwingBridge,168,672,1,pred_auto.arima,0.174808241226153
SpokaneSwingBridge,168,672,1,pred_forecastHybrid,0.215417171071957
SpokaneSwingBridge,168,672,1,pred_prophet,0.217031534025525
SpokaneSwingBridge,672,4,1,pred_auto.arima,0.214152629501535
SpokaneSwingBridge,672,4,1,pred_forecastHybrid,0.014445382593265
SpokaneSwingBridge,672,4,1,pred_prophet,0.0840151972441932
SpokaneSwingBridge,672,24,1,pred_auto.arima,0.324949141180839
SpokaneSwingBridge,672,24,1,pred_forecastHybrid,0.107221430698882
SpokaneSwingBridge,672,24,1,pred_prophet,0.114182087501595
SpokaneSwingBridge,672,168,1,pred_auto.arima,
SpokaneSwingBridge,672,168,1,pred_forecastHybrid,0.0573674755801891
SpokaneSwingBridge,672,168,1,pred_prophet,0.0412742520347219
SpokaneSwingBridge,672,672,1,pred_auto.arima,0.140977163520515
SpokaneSwingBridge,672,672,1,pred_forecastHybrid,0.0885461143792765
SpokaneSwingBridge,672,672,1,pred_prophet,0.228789369755559
SpokaneSwingBridge,4032,4,1,pred_auto.arima,0.442637143415847
SpokaneSwingBridge,4032,4,1,pred_forecastHybrid,0.0286879976853635
SpokaneSwingBridge,4032,4,1,pred_prophet,0.0412194429061164
SpokaneSwingBridge,4032,24,1,pred_auto.arima,0.209431491603381
SpokaneSwingBridge,4032,24,1,pred_forecastHybrid,0.101009421194712
SpokaneSwingBridge,4032,24,1,pred_prophet,0.146348397306001
SpokaneSwingBridge,4032,168,1,pred_auto.arima,0.16162234233138
SpokaneSwingBridge,4032,168,1,pred_forecastHybrid,0.120148302084315
SpokaneSwingBridge,4032,168,1,pred_prophet,0.124817646846035
SpokaneSwingBridge,4032,672,1,pred_auto.arima,0.542719294768317
SpokaneSwingBridge,4032,672,1,pred_forecastHybrid,0.123213067329807
SpokaneSwingBridge,4032,672,1,pred_prophet,0.178549705875213
